location1,location2,fullLocation,fieldName,membershipType,holeNumber,courseName,courseSize,greenFee,cartFee,caddieFee,fieldUrl,contact,type
경기 남부,경기 이천,경기도 이천시 대월면 군량리 271-44,이천 마이다스,퍼블릭,27,올림푸스/타이탄/마이다스,"9,885M/10,810YD","135,000원 ~ 195,000원",80000,120000,http://icmidas.com,031-640-0101,FIELD
경기 남부,경기 이천,경기도 이천시 장호원읍 장여로 459-160,이천 블랙스톤,회원제,27,동/북/서,"9,987M/10,922YD","180,000원 ~ 240,000원",100000,120000,http://www.blackstoneresort.com,031-643-2000,FIELD
경기 남부,경기 여주,경기도 여주군 금사면 장흥리 산1,이포,회원제,18,OUT/IN,"6,330M/6,923YD","63,000원 ~ 233,000원",80000,120000,http://www.ipo-cc.co.kr,031-886-8100,FIELD
경기 남부,인천 서구,인천광역시 서구 도요지로 37,인천국제,회원제,18,OUT/IN,"6,494M/7,102YD","90,000원 ~ 210,000원",-,110000,http://incheoncc.com,032-562-6666,FIELD
경기 남부,인천 서구,인천광역시 서구 원창동 380,인천그랜드,퍼블릭,18,OUT/IN,"5,769M/6,309YD","142,000원 ~ 180,000원",48000,120000,http://www.incheongrand.cc,032-584-3111,FIELD
경기 남부,경기 여주,경기도 여주군 가남면 삼군리 산44,자유,회원제,18,OUT/IN,"6,356M/6,951YD","60,000원 ~ 210,000원",80000,120000,https://www.jayucc.co.kr,031-880-9900,FIELD
경기 남부,인천 연수,인천시 연수구 송도동 117번지,잭니클라우스,회원제,18,어반/링크스,"6,778M/7,413YD","22,620원 ~ 290,000원",88000,120000,http://www.jacknicklausgolfclubkorea.com,032-850-8000,FIELD
경기 남부,경기 안산,경기도 안산시 상록구 부곡동 587,제일,회원제,27,남/중/동,"9,468M/10,354YD","80,000원 ~ 230,000원",80000,120000,http://www.jaeil-cc.co.kr,031-400-2500,FIELD
경기 남부,경기 광주,경기도 광주시 실촌읍 곤지암리 산28-1,중부,회원제,18,동/서,"6,284M/6,872YD","83,000원 ~ 253,000원",100000,120000,http://www.akdjbcc.co.kr,031-762-6588,FIELD
경기 남부,경기 이천,경기도 이천시 마장면 해월리 산28-1,지산,회원제,27,동/서/남,"8,835M/9,662YD","65,000원 ~ 240,000원",80000,120000,http://www.jisangolf.com,031-334-9342,FIELD
경기 남부,경기 이천,경기도 이천시 마장면 해월리 산28-1,지산,퍼블릭,9,Executive,"2,255M/2,466YD","65,000원 ~ 240,000원",80000,-,http://www.jisangolf.com,031-334-9342,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 이동면 이원로 384번길 71,처인,회원제,18,로얄/빅토리,"6,247M/6,831YD","33,000원 ~ 165,000원",80000,120000,https://www.welfare.mil.kr,031-830-8220,FIELD
경기 남부,경기 하남,경기도 하남시 감이동 260-1,캐슬렉스,회원제,18,OUT/IN,"6,050M/6,616YD","80,000원 ~ 240,000원",90000,120000,http://www.castlex-seoul.com,02-480-5600,FIELD
경기 남부,경기 여주,경기도 여주군 강천면 부평리 산 47-1,캐슬파인,퍼블릭,18,밸리/레이크,"6,405M/7,005YD","70,000원 ~ 150,000원",80000,120000,http://www.castlepine.co.kr,031-880-8656,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 이동면 서리 784-7,코리아,회원제,27,레이크/챌린지/크리크 ,"9,025M/9,870YD","70,000원 ~ 240,000원",90000,120000,http://www.kgav.com,031-334-7111,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 이동면 서리 784-7,코리아,퍼블릭,9,OUT,"2,510M/2,745YD","130,000원 ~ 160,000원",80000,116000,http://www.koreapublic.co.kr,031-286-9500,FIELD
경기 남부,경기 용인,경기도 용인시 기흥구 영덕동 158-2,태광,회원제,27,남/북/서,"9,748M/10,661YD","70,000원 ~ 250,000원",90000,120000,https://www.taekwangcc.co.kr,070-8189-6001,FIELD
경기 남부,경기 용인,경기도 용인시 기흥구 영덕동 158-2,태광,퍼블릭,9,동,"3,196M/3,495YD","160,000원 ~ 220,000원",90000,120000,https://www.taekwangcc.co.kr,070-8189-6001,FIELD
경기 남부,경기 여주,경기도 여주시 가남읍 가남로 320-21,트리니티,회원제,18,OUT/IN,"6,742M/7,373YD",,,,http://www.trinityclub.co.kr,031-887-7900,FIELD
경기 남부,경기 안성,경기도 안성시 양성면 노곡리 701-3,파인크리크,퍼블릭,27,파인/크리크/밸리,"9,645M/10,548YD","170,000원 ~ 250,000원",90000,120000,https://www.tyleisure.co.kr,031-672-0071,FIELD
경기 남부,경기 여주,경기도 여주시 점동면 사곡리 286-1,페럼,퍼블릭,18,동/서,"6,616M/7,235YD","130,000원 ~ 220,000원",80000,120000,http://www.ferrumclub.com,031-887-7000,FIELD
경기 남부,경기 평택,경기도 평택시 포승읍 원정리 1275,평택 체력단련장,회원제,18,태평양/대서양,"6,116M/6,689YD","13,000원 ~ 94,000원",84000,100000,http://welfare.navy.mil.kr,031-685-1520,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 남사면 봉무리 257-1,플라자 용인,회원제,36,라이온 OUT/라이온 IN/타이거 OUT/타이거 IN ,"11,504M/12,581YD","70,000원 ~ 240,000원",80000,120000,http://www.plazacc.co.kr,031-332-1122,FIELD
경기 남부,경기 용인,경기도 용인시 기흥구 보정동 산32-1,한성,회원제,27,오렌지/블루/그린,"9,872M/10,796YD","70,000원 ~ 230,000원",80000,120000,http://hansung-cc.co.kr,031-284-3831,FIELD
경기 남부,경기 성남,경기도 성남시 수정구 고등동 370-1,한성대 체력단련장,회원제,9,OUT,"2,882M/3,152YD","9,000원 ~ 93,000원",40000,-,http://www.airforce.mil.kr,031-720-3592,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 남사면 북리 859-1,한원,회원제,27,백제/신라/고구려,"8,943M/9,780YD","40,000원 ~ 230,000원",80000,120000,http://www.hanwoncc.co.kr,031-373-7111,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 이동면 서리 248-1,해솔리아,퍼블릭,27,해/솔/리아,"9,675M/10,581YD","155,000원 ~ 195,000원",80000,120000,http://www.haesoliacc.co.kr,031-329-8101,FIELD
경기 남부,경기 여주,경기도 여주군 여주읍 명품1로 76,해슬리 나인브릿지,회원제,18,Haesley/PGA,"6,635M/7,256YD","70,000원 ~ 250,000원",80000,120000,http://www.haesley.com,031-887-9900,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 이동면 화산리 산28-1,화산,회원제,18,OUT/IN,"6,440M/7,043YD","22,620원 ~ 250,000원",80000,120000,http://www.hwasancc.com,031-329-7114,FIELD
경기 남부,경기 화성,경기도 화성시 북양동 209,화성골프클럽,퍼블릭,9,Hwaseong,"2,840M/3,106YD","100,000원 ~ 150,000원",80000,120000,http://www.hwaseonggc.com,031-369-8900,FIELD
경기 남부,경기 화성,경기도 화성시 동탄면 중리 산 170,화성상록,퍼블릭,18,남/동,"6,545M/7,158YD","98,000원 ~ 179,000원",60000,120000,https://www.sangnokresort.co.kr,031-374-0100,FIELD
경기 남부,경기 이천,경기도 이천시 모가면 소고리 633,휘닉스스프링스,회원제,18,마운틴/레이크,"6,640M/7,262YD","22,620원 ~ 250,000원",80000,120000,http://www.phoenixsprings.co.kr,031-630-7000,FIELD
경기 남부,인천 중구,인천광역시 중구 운서동 2029-1,스카이72,퍼블릭,72,하늘/오션/레이크/클래식,"25,890M/27,691YD","139,000원 ~ 259,000원",90000,120000,http://www.sky72.com,1544-7272,FIELD
강원권,강원 강릉,강원도 강릉시 공항길 180,강릉 체력단련장,회원제,9,OUT,"2,655M/2,903YD","9,000원 ~ 62,000원",40000,-,http://www.airforce.mil.kr,033-649-3853,FIELD
강원권,강원 양양,강원도 양양군 손양면 동호리 산250,골든비치,회원제,27,파인/살몬/오션뷰,"10,049M/10,990YD","22,620원 ~ 200,000원",88000,120000,http://www.gogoldenbeach.co.kr,033-670-7700,FIELD
강원권,강원 춘천,강원도 춘천시 신동면 혈동리 325,남춘천,회원제,18,빅토리/챌린지,"6,813M/7,451YD","22,620원 ~ 230,000원",90000,120000,https://www.namchuncheon.co.kr,033-269-3100,FIELD
강원권,강원 춘천,강원도 춘천시 동산면 군자리 산 73-1,더플레이어스,퍼블릭,27,밸리/마운틴/레이크,"9,683M/10,589YD","120,000원 ~ 200,000원",80000,120000,http://www.playersgc.com,033-250-5050,FIELD
강원권,강원 고성,강원도 고성군 토성면 미시령옛길 1153,델피노,퍼블릭,18,오션/마운틴,"5,922M/6,476YD","130,000원 ~ 180,000원",80000,120000,http://www.dgolfclub.com,033-639-8400,FIELD
강원권,강원 영월,강원도 영월군 영월읍 삼옥리 362,동강시스타,퍼블릭,9,OUT,"3,068M/3,355YD","45,000원 ~ 120,000원",80000,120000,http://www.cistar.co.kr,033-905-2800,FIELD
강원권,강원 원주,강원도 원주시 지정면 월송리 산2-2,동서울레스피아,퍼블릭,10,OUT,"2,756M/3,014YD","80,000원 ~ 120,000원",20000,110000,http://www.respia.com,033-732-3700,FIELD
강원권,강원 횡성,강원도 횡성군 서원면 석화리 646,동원썬밸리,회원제,18,썬/밸리,"6,535M/7,147YD","23,000원 ~ 200,000원",88000,120000,http://www.dongwonsunvalley.co.kr,033-344-5308,FIELD
강원권,강원 동해,강원도 동해시 용정동 500,동해 체력단련장,회원제,9,OUT,"3,014M/3,296YD","13,000원 ~ 66,000원",60000,90000,http://welfare.navy.mil.kr,033-539-6762,FIELD
강원권,강원 춘천,강원도 춘천시 신동면 정죽리 1007-1,라데나 ,회원제,27,레이크/가든/네이처,"9,465M/10,351YD","70,000원 ~ 210,000원",80000,120000,http://www.ladenaresort.com,033-260-1114,FIELD
강원권,강원 춘천,강원도 춘천시 군자리 산245,로드힐스,퍼블릭,27,로드/힐스/레이크,"9,470M/10,406YD","140,000원 ~ 180,000원",80000,120000,http://www.lordhills.co.kr,033-269-8888,FIELD
강원권,강원 강릉,강원도 강릉시 강동면 하시동리 산 101,메이플비치,퍼블릭,18,비치/메이플,"6,650M/7,272YD","100,000원 ~ 160,000원",80000,120000,http://www.maplebeach.co.kr,033-823-2000,FIELD
강원권,강원 횡성,강원도 횡성군 서원면 옥계리 757,벨라스톤,퍼블릭,18,벨라/스톤,"6,774M/7,408YD","100,000원 ~ 150,000원",80000,120000,http://www.bellastonecc.com,033-340-9000,FIELD
강원권,강원 삼척,강원도 삼척시 도계읍 상덕리 247,블랙밸리,퍼블릭,18,블랙/밸리,"6,334M/6,927YD","80,000원 ~ 120,000원",80000,120000,http://www.blackcc.co.kr,033-540-5300,FIELD
강원권,강원 홍천,강원도 홍천군 두촌면 광석로 898-160,블루마운틴,퍼블릭,27,드림/비전/챌린지,"9,881M/10,806YD","130,000원 ~ 280,000원",80000,120000,http://www.bluemountaincc.co.kr,033-439-1234,FIELD
강원권,강원 홍천,강원도 홍천군 서면 한치골길 262,비발디9,퍼블릭,9,OUT,"2,675M/2,925YD","30,000원 ~ 130,000원",80000,120000,http://www.dgolfclub.com,1644-0063,FIELD
강원권,강원 홍천,강원도 홍천군 서면 팔봉리 산125-31,비발디파크,회원제,18,비발디/파크,"6,424M/7,025YD","23,000원 ~ 220,000원",90000,120000,http://www.dgolfclub.com,033-435-8311,FIELD
강원권,강원 홍천,강원도 홍천군 홍천읍 장전평2리 722-2,비콘힐스(구 홍천),퍼블릭,18,누리/하늘,"6,305M/6,895YD","110,000원 ~ 160,000원",80000,120000,http://www.beaconhills.co.kr,033-439-5000,FIELD
강원권,강원 강릉,강원도 강릉시 저동등길 53,샌드파인,회원제,18,OUT/IN,"6,588M/7,205YD","23,000원 ~ 215,000원",80000,120000,http://www.lakaisandpine.co.kr,033-655-7000,FIELD
강원권,강원 홍천,강원도 홍천군 서면 동막리 산77,샤인데일,퍼블릭,27,샤인/레이크/데일,"9,943M/10,873YD","110,000원 ~ 190,000원",80000,120000,http://www.shinedale.com,033-436-0707,FIELD
강원권,강원 고성,강원도 고성군 죽왕면 삼포리 산134,설악썬밸리,퍼블릭,27,설악/썬/밸리,"9,830M/10,750YD","130,000원 ~ 170,000원",80000,120000,http://www.soraksunvalley.co.kr,033-638-5362,FIELD
강원권,강원 원주,강원도 원주시 문막읍 궁촌리 산47-5,센추리21,회원제,36,파인/레이크/필드/밸리,"13,003M/14,220YD","25,000원 ~ 195,000원",80000,120000,http://www.century21cc.co.kr,033-733-1000,FIELD
강원권,강원 원주,강원도 원주시 문막읍 궁촌리 산47-5,센추리21,퍼블릭,9,마운틴,"2,789M/3,051YD","30,000원 ~ 60,000원",80000,110000,http://www.century21cc.co.kr,033-733-1000,FIELD
강원권,강원 홍천,강원도 홍천군 서면 한치골길 541번길 123,소노펠리체,퍼블릭,18,힐링/에코,"6,616M/7,235YD","150,000원 ~ 250,000원",90000,120000,http://www.dgolfclub.com,033-439-8700,FIELD
강원권,강원 춘천,강원도 춘천시 동면 만천리 산21,스프링베일,퍼블릭,9,OUT,"3,036M/3,320YD","90,000원 ~ 130,000원",80000,100000,http://www.springvale.co.kr,033-254-7900,FIELD
강원권,강원 평창,강원도 평창군 대관령면 용산리 223-9,알펜시아700,퍼블릭,18,아시아/알프스,"6,090M/6,660YD","130,000원 ~ 160,000원",80000,100000,http://www.alpensiaresort.co.kr,033-339-3711,FIELD
강원권,강원 평창,강원도 평창군 대관령면 용산리 406-23,알펜시아트룬,회원제,27,레이크/포레스트/미도우,"9,057M/9,905YD","21,500원 ~ 205,000원",80000,120000,http://www.alpensiaresort.co.kr,033-339-0000,FIELD
강원권,강원 정선,강원도 정선군 신동읍 조동리 516,에콜리안 정선,퍼블릭,9,OUT,"2,965M/3,243YD","58,000원 ~ 78,000원",32000,-,http://js.ecolian.or.kr,033-378-7511,FIELD
강원권,강원 춘천,강원도 춘천시 남사면 백양리 29-1,엘리시안 강촌,회원제,27,레이크/힐/밸리,"8,833M/9,660YD","22,620원 ~ 210,000원",80000,120000,http://www.elysian.co.kr,033-260-2000,FIELD
강원권,강원 춘천,강원도 춘천시 남사면 백양리 29-1,엘리시안 강촌,퍼블릭,10,나인플러스,"2,547M/2,748YD","20,000원 ~ 50,000원",30000,-,http://www.elysian.co.kr,033-260-2000,FIELD
강원권,강원 속초,강원도 속초시 금호동 600-7,영랑호,퍼블릭,9,OUT,"2,926M/3,200YD","60,000원 ~ 130,000원",48000,120000,https://www.yrhresort.co.kr,033-633-0001,FIELD
강원권,강원 춘천,강원도 춘천시 남산면 수동리 산30,오너스,퍼블릭,18,레이크/힐,"6,527M/7,138YD","120,000원 ~ 190,000원",80000,120000,http://www.ownersgc.co.kr,033-260-1900,FIELD
강원권,강원 원주,강원도 원주시 지정면 오크밸리 1길 66,오크밸리,회원제,36,오크/파인/메이플/체리,"13,002M/14,219YD","22,620원 ~ 230,000원",90000,120000,http://www.oakvalley.co.kr,033-730-3500,FIELD
강원권,강원 원주,강원도 원주시 지정면 오크밸리 1길 66,오크크릭,퍼블릭,9,크리크,"2,775M/3,034YD","55,000원 ~ 200,000원",80000,-,http://www.oakvalley.co.kr,033-730-3900,FIELD
강원권,강원 원주,강원도 원주시 지정면 오크밸리 1길 66,오크힐스,회원제,18,힐/브릿지,"13,002M/14,219YD","22,620원 ~ 230,000원",90000,120000,http://www.oakvalley.co.kr,033-730-3500,FIELD
강원권,강원 태백,강원도 태백시 황지동 산 176-28,오투리조트,회원제,18,함백SKY/태백SKY,"6,660M/7,283YD","23,000원 ~ 175,000원",80000,120000,http://www.o2resort.com,033-580-7700,FIELD
강원권,강원 태백,강원도 태백시 황지동 산 176-28,오투리조트,퍼블릭,9,백두SKY,"3,065M/3,352YD","10,000원 ~ 90,000원",80000,120000,http://www.o2resort.com,033-580-7700,FIELD
강원권,강원 횡성,강원도 횡성군 서원면 유현리 산61,옥스필드,회원제,18,옥스/필드,"6,595M/7,212YD","23,000원 ~ 200,000원",80000,120000,https://www.oxfield.com,033-340-7700,FIELD
강원권,강원 평창,강원도 평창군 대관령면 용산리 130,용평,회원제,18,강나루/산마루,"6,218M/6,800YD","60,000원 ~ 200,000원",80000,120000,https://www.yongpyong.co.kr,033-335-5757,FIELD
강원권,강원 평창,강원도 평창군 대관령면 용산리 130,용평,퍼블릭,9,용평나인,"2,578M/2,819YD","50,000원 ~ 140,000원",40000,120000,https://www.yongpyong.co.kr,033-335-5757,FIELD
강원권,강원 평창,강원도 평창군 대관령면 용산리 130,용평버치힐,회원제,18,버치/힐,"6,309M/6,899YD","21,500원 ~ 200,000원",80000,120000,https://www.yongpyong.co.kr,033-335-5757,FIELD
강원권,강원 원주,강원도 원주시 소초면 둔둔로,원주 체력단련장(구),회원제,9,OUT,"3,048M/3,333YD","13,000원 ~ 83,000원",40000,-,http://www.airforce.mil.kr,033-734-4572,FIELD
강원권,강원 원주,강원도 원주시 소초면 둔둔로,원주 체력단련장(신),회원제,9,OUT,"2,937M/3,212YD","13,000원 ~ 83,000원",40000,-,http://www.airforce.mil.kr,033-730-5810,FIELD
강원권,강원 횡성,강원도 횡성군 둔내면 조항로 360,웰리힐리,회원제,36,남 OUT/남 IN/북 OUT/북 IN ,"13,277M/14,520YD","23,000원 ~ 200,000원",80000,120000,http://www.wellihillipark.com,033-340-1400,FIELD
강원권,강원 횡성,강원도 횡성군 둔내면 조항로 360,웰리힐리,퍼블릭,10,OUT,"2,844M/3,110YD","30,000원 ~ 60,000원",56000,-,http://www.wellihillipark.com,1544-8833,FIELD
강원권,강원 원주,강원도 원주시 반곡동 1401-10,인터불고 원주,퍼블릭,9,OUT,"2,640M/2,887YD","28,000원 ~ 86,000원",-,-,https://wonju.inter-burgo.com,033-733-0400,FIELD
강원권,강원 춘천,강원도 춘천시 남산면 서천리 산35,제이드팰리스,회원제,18,이스트/웨스트,"6,426M/7,028YD","22,620원 ~ 250,000원",100000,120000,http://www.jadepalacegc.com,033-260-8000,FIELD
강원권,강원 횡성,강원도 횡성군 우천면 하대리 산87-1,청우,회원제,18,블루/코스모스,"6,508M/7,117YD","23,000원 ~ 200,000원",84000,120000,http://www.cwgc.kr,033-340-8000,FIELD
강원권,강원 홍천,강원도 홍천군 서면 모곡리 산 146,클럽모우,회원제,27,마운틴/오아시스/와일드,"10,190M/11,144YD","34,120원 ~ 233,000원",90000,120000,http://www.clubmow.com,033-439-9000,FIELD
강원권,강원 춘천,강원도 춘천시 남면 후동리 302,파가니카,회원제,18,힐/포레스트,"6,587M/7,204YD","22,620원 ~ 230,000원",80000,120000,http://paganicacc.com,033-261-6556,FIELD
강원권,강원 고성,강원도 고성군 토성면 신평리 산23,파인리즈,퍼블릭,27,파인/리즈/레이크,"10,299M/11,263YD","130,000원 ~ 180,000원",80000,120000,http://www.pineridge.co.kr,1577-6399,FIELD
강원권,강원 삼척,강원도 삼척시 근덕면 교곡리 445-1,파인밸리,퍼블릭,18,파인/밸리,"6,519M/7,129YD","120,000원 ~ 160,000원",80000,120000,https://www.tyleisure.co.kr,033-573-0874,FIELD
강원권,강원 원주,강원도 원주시 소초면 바우실길 281,파크밸리,퍼블릭,18,파크/밸리,"6,121M/6,694YD","100,000원 ~ 155,000원",80000,120000,http://www.parkvalley.co.kr,033-731-0017,FIELD
강원권,강원 속초,강원도 속초시 장사동 24-1,플라자 설악,회원제,18,선라이즈/마운틴뷰,"6,456M/7,060YD","55,000원 ~ 190,000원",80000,120000,http://www.plazacc.co.kr,033-630-5511,FIELD
강원권,강원 정선,강원도 정선군 고한읍 고한리 산17,하이원,퍼블릭,18,마운틴/밸리,"6,519M/7,129YD","70,000원 ~ 170,000원",80000,120000,http://www.high1.com,033-590-7300,FIELD
강원권,강원 철원,강원도 철원군 갈말읍 군탄리 1137,한탄강,퍼블릭,18,마운틴/밸리,"6,965M/7,617YD","98,000원 ~ 138,000원",68000,120000,http://www.hantancc.co.kr,033-452-5700,FIELD
강원권,강원 평창,강원도 평창군 봉평면 면온리 1095,휘닉스파크,회원제,18,마운틴/레이크,"6,359M/6,955YD","23,000원 ~ 200,000원",90000,120000,http://www.phoenixpark.co.kr,033-330-3000,FIELD
강원권,강원 평창,강원도 평창군 봉평면 면온리 1095,태기산(구 휘닉스파크 퍼블릭),퍼블릭,9,OUT,"2,503M/2,737YD","100,000원 ~ 120,000원",32000,100000,http://www.phoenixpark.co.kr,033-330-3000,FIELD
강원권,강원 춘천,강원도 춘천시 남산면 수동리 133,휘슬링락,회원제,27,코쿤/템플/클라우드,"9,969M/10,902YD","22,620원 ~ 250,000원",90000,120000,http://www.whistlingrockcc.com,070-8121-0100,FIELD
강원권,강원 홍천,강원도 홍천군 남면 화전리 1288,힐드로사이,회원제,18,버치/파인,"6,787M/7,422YD","22,620원 ~ 230,000원",90000,120000,http://www.hilldeloci.co.kr,033-439-3300,FIELD
충청권,충남 계룡,충청남도 계룡시 신도안면 계룡대로 976,계룡대,회원제,18,백호/청룡,"6,512M/7,122YD","17,000원 ~ 150,000원",-,100000,https://www.armywelfaregolf.mil.kr,042-550-7611,FIELD
충청권,충남 계룡,충청남도 계룡시 신도안면 계룡대로 976,구룡대,회원제,18,숫용추/암용추,"6,451M/7,055YD","17,000원 ~ 150,000원",-,100000,https://www.armywelfaregolf.mil.kr,042-550-7611,FIELD
충청권,충북 청원,충청북도 청원군 낭성면 호정리 167,골드나인,퍼블릭,9,OUT,"3,181M/3,479YD","80,000원 ~ 120,000원",80000,120000,http://gold-9.co.kr,043-229-1000,FIELD
충청권,충남 공주,충청남도 공주시 의당면 청룡리 221-2,골드리버,퍼블릭,9,OUT,"2,079M/2,274YD","49,000원 ~ 73,000원",60000,-,http://www.goldrivercc.com,041-856-7100,FIELD
충청권,충남 태안,충청남도 태안군 근흥면 정죽리 386-1,골든베이,회원제,27,마운틴/오션/밸리,"9,865M/10,788YD","22,700원 ~ 190,000원",80000,120000,https://www.goldenbay.kr,041-671-8000,FIELD
충청권,충북 청주,충청북도 청주시 상당구 남일면 단재로 635,공사 체력단련장,회원제,9,OUT,"2,564M/2,804YD","62,000원 ~ 80,000원",-,-,http://www.airforce.mil.kr,043-290-5824,FIELD
충청권,충북 청원,충청북도 청원군 오창읍 백현리 1,그랜드,회원제,27,서/남/동,"9,219M/10,082YD","61,000원 ~ 198,000원",80000,120000,https://www.grandgolf.co.kr,043-212-7111,FIELD
충청권,대전 유성,대전광역시 유성구 용산동 676,금실대덕밸리,퍼블릭,9,OUT,"2,970M/3,248YD","80,000원 ~ 118,000원",80000,100000,http://www.gumsildvcc.co.kr,042-250-6665,FIELD
충청권,충북 영동,충청북도 영동군 양강면 양정죽촌로 69,남성대,회원제,18,OUT/IN,"5,761M/6,300YD","16,000원 ~ 75,900원",48000,100000,https://www.armywelfaregolf.mil.kr,043-745-1700,FIELD
충청권,충북 충주,충청북도 충주시 이류면 장성리 산7,대영베이스,퍼블릭,18,OUT/IN,"6,413M/7,013YD","89,000원 ~ 159,000원",80000,120000,http://www.basecc.co.kr,043-850-8601,FIELD
충청권,충북 충주,충청북도 충주시 대소원면 만정리 산 38,대영힐스,퍼블릭,27,력/청/미,"9,724M/10,634YD","109,000원 ~ 169,000원",80000,120000,http://www.basecc.co.kr,043-850-8601,FIELD
충청권,충남 보령,충청남도 보령시 명천동 14-38,대천웨스토피아,퍼블릭,9,OUT,"3,152M/3,447YD","24,000원 ~ 110,000원",80000,120000,http://www.westopia.co.kr,041-939-3800,FIELD
충청권,충북 단양,충청북도 단양군 매포읍 고양리 300-1,대호단양,퍼블릭,18,마운틴/레이크,"6,609M/7,228YD","98,000원 ~ 160,000원",80000,120000,http://www.daehocc.co.kr,043-420-7100,FIELD
충청권,충남 논산,충청남도 논산시 상월면 선비로 1079,더힐,퍼블릭,9,힐,"2,754M/3,012YD","60,000원 ~ 100,000원",80000,120000,http://www.thehill.co.kr,041-736-2580,FIELD
충청권,충남 아산,충청남도 아산시 선장면 신성리 113-8,도고,회원제,18,OUT/IN,"6,556M/7,170YD","71,000원 ~ 163,000원",80000,120000,http://www.dogocc.co.kr,041-542-4411,FIELD
충청권,충북 충주,충청북도 충주시 노은면 문성리 산 539-3,동촌,회원제,18,동/서,"6,608M/7,227YD","22,620원 ~ 213,000원",80000,120000,http://www.dongchongc.co.kr,043-722-0707,FIELD
충청권,충북 청원,충청북도 청원군 옥산면 환희리 산102,떼제베,회원제,27,갈렙/모세/여호수아,"9,621M/10,522YD","61,000원 ~ 205,000원",80000,120000,http://www.tgvcc.co.kr,043-230-4000,FIELD
충청권,충북 음성,충청북도 음성군 생극면 샐리 산 14-1,레인보우힐스,회원제,27,서/남/동,"9,904M/10,831YD","30,000원 ~ 240,000원",90000,120000,http://www.rainbowhills.co.kr,043-879-7900,FIELD
충청권,충북 충주,충청북도 충주시 신니면 대화리 182,로얄포레,회원제,18,로얄/포레,"6,641M/7,263YD","23,000원 ~ 200,000원",80000,120000,https://www.royalforet.com,043-841-9001,FIELD
충청권,충남 부여,충청남도 부여군 규암면 합정리 35-1,롯데스카이힐 부여,퍼블릭,18,스카이/힐,"6,259M/6,845YD","120,000원 ~ 170,000원",80000,120000,http://www.skyhill.co.kr,041-939-1702,FIELD
충청권,충남 천안,충청남도 천안시 동남구 북면 운용리 489,마론뉴데이,회원제,18,드림/비전,"6,530M/7,141YD","25,000원 ~ 197,000원",80000,120000,http://www.maronnewday.com,041-623-5555,FIELD
충청권,충남 부여,충청남도 부여군 은산면 나령리 274-1,백제,퍼블릭,18,사비/웅진,"6,623M/7,243YD","110,000원 ~ 150,000원",80000,120000,http://www.baekjecc.co.kr,041-830-0700,FIELD
충청권,충남 천안,충청남도 천안시 동남구 병천면 매성리 산27-24,버드우드,회원제,19,OUT/IN,"6,584M/7,200YD","25,000원 ~ 200,000원",80000,120000,http://www.birdwood.co.kr,041-558-9900,FIELD
충청권,대전 유성,대전광역시 유성구 전민동 산11-2,사이언스대덕골프장,퍼블릭,9,OUT,"2,830M/3,095YD","30,000원 ~ 48,000원",-,-,http://www.ddgolf.co.kr,042-865-3000,FIELD
충청권,충남 서산,충청남도 서산시 해미면 언암리 산 114,서산 체력단련장,회원제,18,하늘/우주,"5,968M/6,527YD","13,000원 ~ 108,000원",60000,-,http://www.airforce.mil.kr,041-689-4082,FIELD
충청권,충남 서산,충청남도 서산시 대산읍 화곡리 산4-1,서산수,회원제,18,서산/산수,"6,630M/7,251YD","23,000원 ~ 210,000원",80000,120000,http://seosansoo.com,041-689-7700,FIELD
충청권,충부 충주,충청북도 충주시 신니면 동락길 207,세일,퍼블릭,18,산길/들길,"6,426M/7,028YD","99,000원 ~ 149,000원",80000,120000,http://www.seilcc.co.kr,043-841-6000,FIELD
충청권,세종시,세종특별자치시 전의면 운주산로 1510,세종에머슨(구 IMG),회원제,27,마운틴/레이크/밸리,"9,410M/10,291YD","52,000원 ~ 197,000원",80000,120000,http://www.sejongemerson.co.kr,044-862-4004,FIELD
충청권,세종시,세종특별자치시 연기면 산울리 274-133,세종필드,퍼블릭,18,세종/행복,"6,685M/7,311YD","110,000원 ~ 170,000원",80000,120000,https://www.sejongcc.com,044-861-5678,FIELD
충청권,충북 충주,충청북도 충주시 노은면 신효리 산81,센테리움,퍼블릭,27,잉글랜드/스코틀랜드/웨일즈,"9,635M/10,537YD","150,000원 ~ 250,000원",80000,120000,http://www.centeriumcc.com,043-842-8600,FIELD
충청권,충북 충주,충청북도 충주시 양성면 중전리 산11-1,시그너스,회원제,27,실크/라미/코튼,"9,560M/10,455YD","30,000원 ~ 210,000원",80000,120000,http://www.cygnuscc.co.kr,043-875-5001,FIELD
충청권,충북 청원,충청북도 청원군 남이면 산막리 산102,실크리버,회원제,18,OUT/IN,"6,433M/7,035YD","53,000원 ~ 203,000원",80000,120000,http://www.silkrivercc.co.kr,043-277-5000,FIELD
